"reviewId","creationDate","criticName","criticPageUrl","reviewState","isFresh","isRotten","isRtUrl","isTopCritic","publicationUrl","publicationName","reviewUrl","quote","scoreSentiment","originalScore","movieId"
1902585,"1948-09-06","Jennie Kermode","/critics/jennie-kermode","fresh",True,False,False,False,"/critics/source/1869","Eye for Film","http://www.eyeforfilm.co.uk/reviews.php?id=8652","It remains highly watchable and audiences seeing it for the first time can reasonably expect to find themselves in awe.","POSITIVE","4.5/5","2dd94fec-3692-385d-bc80-6c8888bea303"
1909502,"1949-09-03","Jason Zingale","/critics/jason-zingale","fresh",True,False,False,False,"/critics/source/1697","Bullz-Eye.com","http://www.bullz-eye.com/mguide/reviews_1949/the_third_man.htm","Despite his limited appearance, Welles has remained the face of The Third Man for years, and rightfully so. His eleventh hour performance is one of the best of his career, and without it, the movie wouldn't be quite as memorable.","POSITIVE","4/5","f72a78f3-fd5f-37a7-8578-b76cf0d71b59"
1906617,"1950-08-04","Ross Ruediger","/critics/ross-ruediger","fresh",True,False,False,False,"/critics/source/1697","Bullz-Eye.com","http://www.bullz-eye.com/mguide/reviews_1950/sunset_boulevard.htm","It's benchmark cinema -- a highpoint of movie history.","POSITIVE","5/5","658a2496-f83a-392a-b370-9abfa8a0cc9e"
1911208,"1951-01-01","Jennie Kermode","/critics/jennie-kermode","fresh",True,False,False,False,"/critics/source/1869","Eye for Film","http://www.eyeforfilm.co.uk/reviews.php?id=7597","","POSITIVE","5/5","a834a5ba-00b1-3aec-a20c-30b8b38e32a4"
1911210,"1951-01-01","","","fresh",True,False,False,False,"/critics/source/1697","Bullz-Eye.com","http://www.bullz-eye.com/mguide/reviews_1951/the_day_the_earth_stood_still.htm","","POSITIVE","5/5","a834a5ba-00b1-3aec-a20c-30b8b38e32a4"
1914658,"1951-09-18","Jennie Kermode","/critics/jennie-kermode","fresh",True,False,False,False,"/critics/source/1869","Eye for Film","http://www.eyeforfilm.co.uk/reviews.php?id=7508","","POSITIVE","5/5","9caf27de-ff8c-39e5-8c07-e282b00cb858"
1914119,"1951-12-26","Carrie Rickey","/critics/carrie-rickey","fresh",True,False,False,True,"/critics/source/361","Philadelphia Inquirer","","What Kurosawa implies in this haunting film is that in the retelling, inevitably every man will make himself out to be the hero or villain of the story.","POSITIVE","4/4","8f3aef40-0345-32dc-a218-b10d84d563f5"
1911377,"1953-07-15","Scott Nash","/critics/scott-nash","fresh",True,False,False,False,"/critics/source/1465","Three Movie Buffs","http://www.threemoviebuffs.com/review/gentlemenpreferblondes","If I had to pick a single movie that best captures the charm of Marilyn Monroe, it would have to be this one.","POSITIVE","3/4","f0d7c68d-0619-347c-b4c8-f096af61fa5e"
1909560,"1953-09-02","Bob Westal","/critics/bob-westal","fresh",True,False,False,False,"/critics/source/1697","Bullz-Eye.com","http://www.bullz-eye.com/mguide/reviews_1953/roman_holiday.htm","Director William Wyler delivers some of the most stunning black and white visions of Rome ever put on film. Considering how many eye-filling extravaganzas have been set in the eternal city, that's really saying something.","POSITIVE","4/5","a50a127d-e1cb-373d-8f20-4999b7186c77"
1914584,"1953-11-03","Thomas Caldwell","/critics/thomas-caldwell","fresh",True,False,False,False,"/critics/source/2304","Cinema Autopsy","http://blog.cinemaautopsy.com/2008/10/11/notes-on-film-tokyo-story/","","POSITIVE","5/5","0884b31e-1688-315c-877a-0adf11c31f4d"
1892666,"1954-07-28","Scott Nash","/critics/scott-nash","fresh",True,False,False,False,"/critics/source/1465","Three Movie Buffs","http://www.threemoviebuffs.com/review/onthewaterfront","This movie is all about Brando.","POSITIVE","3.5/4","065fb5ae-802f-39c0-bd91-8e8757e53f1f"
1896790,"1959-09-17","Tim Robey","/critics/tim-robey","fresh",True,False,False,True,"/critics/source/921","Daily Telegraph (UK)","","Pure pleasure is what Hitchcock came close to achieving with this peerless wrong-man-running chase thriller, one of his most effortlessly entertaining films from any period.","POSITIVE","5/5","5a2dbf14-b761-3311-aea9-ed46d79200f8"
1910066,"1960-06-16","Jennie Kermode","/critics/jennie-kermode","fresh",True,False,False,False,"/critics/source/1869","Eye for Film","http://www.eyeforfilm.co.uk/reviews.php?id=8155","If you haven't seen this yet, you should consider it a vital part of your film education. If you have, it's well worth repeat viewings.","POSITIVE","4.5/5","e727c525-ad2d-3873-b10c-40fc59266318"
1910825,"1961-02-07","Jennie Kermode","/critics/jennie-kermode","fresh",True,False,False,False,"/critics/source/1869","Eye for Film","http://www.eyeforfilm.co.uk/reviews.php?id=9148","","POSITIVE","4.5/5","09f6b9f8-c5d1-3767-8b9d-3f6851f04def"
1898153,"1962-10-05","Scott Nash","/critics/scott-nash","fresh",True,False,False,False,"/critics/source/1465","Three Movie Buffs","http://www.threemoviebuffs.com/review/drno","This is Sean Connery at his best.","POSITIVE","4/4","20747e1a-c487-3d46-a098-8e0052a0bdf7"
1913324,"1965-10-02","Jennie Kermode","/critics/jennie-kermode","fresh",True,False,False,False,"/critics/source/1869","Eye for Film","http://www.eyeforfilm.co.uk/reviews.php?id=8890","The beauty of this film is that as it carries us along we see how Carole's every reaction makes sense, even whilst occasional glimpses through the eyes of others show clearly that she has completely lost it.","POSITIVE","4.5/5","e9324ae4-9c9b-3c34-a0ce-2edc59cc565d"
15851,"2000-01-01","David Parkinson","/critics/david-parkinson","fresh",True,False,"",True,"/critics/source/148","Empire Magazine","","Tense, engrossing and deliciously deceitful.","POSITIVE","","06098bb8-1615-3526-8f8b-7d72dff39f4d"
15855,"2000-01-01","MaryAnn Johanson","/critics/maryann-johanson","fresh",True,False,False,False,"/critics/source/188","Flick Filosopher","http://www.flickfilosopher.com/oscars/bestpix/rebecca.shtml","A masterpiece of style and substance, an extended meditation on how the dead haunt the living.","POSITIVE","9/10","06098bb8-1615-3526-8f8b-7d72dff39f4d"
15856,"2000-01-01","Brian Webster","/critics/brian-webster","fresh",True,False,False,False,"/critics/source/19","Apollo Guide","http://web.archive.org/web/20030524015552/http://apolloguide.com/mov_fullrev.asp?CID=1561&Specific=1385","[Fontaine] richly deserved her best actress nomination, one of three she received in a four-year period, for a complex portrayal of an innocent young woman in a difficult position.","POSITIVE","87/100","06098bb8-1615-3526-8f8b-7d72dff39f4d"
15858,"2000-01-01","Tim Dirks","/critics/tim-dirks","fresh",True,False,False,False,"/critics/source/203","Filmsite","http://www.filmsite.org/rebec.html","Rebecca (1940) is the classic Hitchcock gothic thriller and a compelling mystery (and haunting ghost story) about a tortured romance. The film creates a brooding","POSITIVE","","06098bb8-1615-3526-8f8b-7d72dff39f4d"
15861,"2000-01-01","Marjorie Baumgarten","/critics/marjorie-baumgarten","fresh",True,False,False,True,"/critics/source/28","Austin Chronicle","http://www.austinchronicle.com/gbase/Calendar/Film?Film=oid%3a140342","Anderson as the obsessively attached maid Mrs. Danvers is a perverse gem.","POSITIVE","","06098bb8-1615-3526-8f8b-7d72dff39f4d"
15862,"2000-01-01","Ted Prigge","/critics/ted-prigge","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/106/10692","An unforgettable film, and further proof that Hitchcock was one of the best and freshest directors around.","POSITIVE","4/4","06098bb8-1615-3526-8f8b-7d72dff39f4d"
14009,"2000-01-01","Roger Ebert","/critics/roger-ebert","fresh",True,False,False,True,"/critics/source/67","Chicago Sun-Times","http://www.rogerebert.com/reviews/great-movie-on-the-waterfront-1954","It is still possible to feel the power of the film and of Brando and Kazan, who changed American movie acting forever.","POSITIVE","4/4","065fb5ae-802f-39c0-bd91-8e8757e53f1f"
14011,"2000-01-01","MaryAnn Johanson","/critics/maryann-johanson","fresh",True,False,False,False,"/critics/source/188","Flick Filosopher","http://www.flickfilosopher.com/oscars/bestpix/onwaterfront.shtml","A powerful drama with the flavor of Shakespearean tragedy.","POSITIVE","9/10","065fb5ae-802f-39c0-bd91-8e8757e53f1f"
14015,"2000-01-01","Tim Dirks","/critics/tim-dirks","fresh",True,False,False,False,"/critics/source/203","Filmsite","http://www.filmsite.org/onth.html","Authentic-looking, powerful film is concerned with the problems of trade unionism, corruption and racketeering.","POSITIVE","","065fb5ae-802f-39c0-bd91-8e8757e53f1f"
14017,"2000-01-01","Marjorie Baumgarten","/critics/marjorie-baumgarten","fresh",True,False,False,True,"/critics/source/28","Austin Chronicle","http://www.austinchronicle.com/gbase/Calendar/Film?Film=oid%3a140283","Screenwriter Budd Schulberg's exposé of the corruption in the dock workers' unions won eight Oscars and remains as stirring as ever -- as does the performance of Marlon Brando.","POSITIVE","","065fb5ae-802f-39c0-bd91-8e8757e53f1f"
14018,"2000-01-01","Ted Prigge","/critics/ted-prigge","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/112/11251","It's one of those films that can inspire and touch an audience with a unviersal message, move people with an emotional and powerful dramatic storyline, and even get people to forgive anyone who is forced to rat on his friends.","POSITIVE","4/4","065fb5ae-802f-39c0-bd91-8e8757e53f1f"
29168,"2000-01-01","","","fresh",True,False,False,False,"/critics/source/2501","TV Guide","http://www.tvguide.com/detail/movie.aspx?id=23950&sourcetype=M","","POSITIVE","5/5","0884b31e-1688-315c-877a-0adf11c31f4d"
203149,"2000-01-01","Arthur Lazere","/critics/arthur-lazere","fresh",True,False,False,False,"/critics/source/108","culturevulture.net","","The film is full of feelings, all understated, all with the tenor of universal truth.","POSITIVE","","0884b31e-1688-315c-877a-0adf11c31f4d"
37618,"2000-01-01","TV Guide Staff","/critics/tv-guide-staff","fresh",True,False,False,False,"/critics/source/2501","TV Guide","https://www.tvguide.com/movies/safety-last/review/2000030014/","Impossible to watch without undergoing visitations of vertigo, Safety Last's climactic sequence is all it's reputed to be.","POSITIVE","5/5","0b3942e5-015f-32c3-918e-b57567e02768"
37619,"2000-01-01","Tim Dirks","/critics/tim-dirks","fresh",True,False,False,False,"/critics/source/203","Filmsite","http://www.filmsite.org/safe.html","Safety Last (1923) earned Harold Lloyd, the bookish, horn-rimmed glasses, straw-hat-wearing comedian and Everyman hero, his nickname ""the King of Daredevil Comedy."" Lloyd's films of this period often included timeless gags, pathos, and clever...","POSITIVE","A+","0b3942e5-015f-32c3-918e-b57567e02768"
37620,"2000-01-01","Dave Kehr","/critics/dave-kehr","fresh",True,False,False,True,"/critics/source/66","Chicago Reader","https://chicagoreader.com/film/safety-last-2/","The other great silent comics defined their own worlds; Lloyd lives dangerously in ours.","POSITIVE","","0b3942e5-015f-32c3-918e-b57567e02768"
24495,"2000-01-01","Roger Ebert","/critics/roger-ebert","fresh",True,False,False,True,"/critics/source/67","Chicago Sun-Times","http://www.rogerebert.com/reviews/fantasia-1990","Throughout Fantasia, Disney pushes the edges of the envelope.","POSITIVE","4/4","113150a6-30f2-359e-836d-d8798024a62e"
24497,"2000-01-01","Henry Allen","/critics/henry-allen","fresh",True,False,False,True,"/critics/source/474","Washington Post","http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/fantasiagallen_a09ec9.htm","This is animation in every sense of the word, as if you are seeing the world through the eyes of your tree-worshipping ancestors.","POSITIVE","","113150a6-30f2-359e-836d-d8798024a62e"
24500,"2000-01-01","MaryAnn Johanson","/critics/maryann-johanson","fresh",True,False,False,False,"/critics/source/188","Flick Filosopher","https://www.flickfilosopher.com/1999/05/fantasia-review.html","Remains a masterpiece of animation today.","POSITIVE","9/10","113150a6-30f2-359e-836d-d8798024a62e"
24503,"2000-01-01","Tim Dirks","/critics/tim-dirks","fresh",True,False,False,False,"/critics/source/203","Filmsite","http://www.filmsite.org/fant.html","Fantasia (1941), a Disney animated feature-length ""concert"" film milestone, is an experimental film integrating eight magnificent classical musical","POSITIVE","","113150a6-30f2-359e-836d-d8798024a62e"
24504,"2000-01-01","Ted Prigge","/critics/ted-prigge","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/95/9511","The artistry is better than usual Disney. I don't know why, but the visuals look even more beautiful than they usually do.","POSITIVE","4/4","113150a6-30f2-359e-836d-d8798024a62e"
24509,"2000-01-01","Chris Hicks","/critics/chris-hicks","fresh",True,False,False,False,"/critics/source/121","Deseret News (Salt Lake City)","http://www.deseretnews.com/article/700000560/Fantasia.html","A stunning work that combines classical music with imaginative animation, ranging from the comic to the lyrical to the chilling to the mesmerizing.","POSITIVE","","113150a6-30f2-359e-836d-d8798024a62e"
24511,"2000-01-01","David Keyes","/critics/david-keyes","fresh",True,False,False,False,"/critics/source/1541","Cinemaphile.org","http://cinemaphile.org/reviews/1998/fantasia.html","It is, more or less, a journey through portals and dimensions that can only exist within the parallel universes of our minds. And yet, there it is, on screen and alive.","POSITIVE","3/4","113150a6-30f2-359e-836d-d8798024a62e"
208155,"2000-01-01","John J. Puccio","/critics/john-j-puccio","fresh",True,False,"",False,"/critics/source/745","Movie Metropolis","","...may be the best animated cartoon ever made.","POSITIVE","10/10","113150a6-30f2-359e-836d-d8798024a62e"
13759,"2000-01-01","James Berardinelli","/critics/james-berardinelli","fresh",True,False,False,False,"/critics/source/387","ReelViews","http://www.reelviews.net/php_review_template.php?identifier=359","As vampire movies go, few are more memorable than Nosferatu, which is not only the first screen version of Dracula, but, in some ways, remains the best.","POSITIVE","3.5/4","13101368-55d8-30a1-9d41-4271211defbb"
160947,"2000-01-01","Roger Ebert","/critics/roger-ebert","fresh",True,False,False,True,"/critics/source/67","Chicago Sun-Times","http://www.rogerebert.com/reviews/great-movie-nosferatu-1922","It doesn't scare us, but it haunts us. It shows not that vampires can jump out of shadows, but that evil can grow there, nourished on death.","POSITIVE","4/4","13101368-55d8-30a1-9d41-4271211defbb"
160953,"2000-01-01","","","fresh",True,False,False,False,"/critics/source/2501","TV Guide","http://online.tvguide.com/newsearch/detail.aspx?tvobjectid=132160&more=ucmoviereview","In the scores of vampire films that have followed Nosferatu in the subsequent decades, none have been able to match its physical beauty, its intensity of vision, or its grasp of true evil.","POSITIVE","5/5","13101368-55d8-30a1-9d41-4271211defbb"
160955,"2000-01-01","Ted Prigge","/critics/ted-prigge","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/122/12298","One of the most haunting, atmospheric films I've ever seen.","POSITIVE","4/4","13101368-55d8-30a1-9d41-4271211defbb"
160961,"2000-01-01","Ali Barclay","/critics/ali-barclay","fresh",True,False,False,True,"/critics/source/52","BBC.com","http://www.bbc.co.uk/films/2000/10/26/nosferatu_1922_review.shtml","While it clearly moves at a slower pace than most modern films, it is still one of the most beautiful and atmospheric horror pictures ever made.","POSITIVE","5/5","13101368-55d8-30a1-9d41-4271211defbb"
160964,"2000-01-01","Keith H. Brown","/critics/keith-h-brown","fresh",True,False,False,False,"/critics/source/139","Edinburgh U Film Society","http://www.eufs.org.uk/films/nosferatu.html","F.W. Murnau's Nosferatu, A Symphony of Horror still has the power to chill the viewer, due in no small part to the amazing Max Schreck in the title role.","POSITIVE","","13101368-55d8-30a1-9d41-4271211defbb"
14800,"2000-01-01","Roger Ebert","/critics/roger-ebert","fresh",True,False,False,True,"/critics/source/67","Chicago Sun-Times","http://www.rogerebert.com/reviews/pinocchio-1992","Was there ever a scarier, more exciting animated feature than Pinocchio?","POSITIVE","4/4","13b52dfa-6edd-38f9-87c5-68c676c4bdb6"
14802,"2000-01-01","Alan Morrison","/critics/alan-morrison","fresh",True,False,False,True,"/critics/source/148","Empire Magazine","http://www.empireonline.com/reviews/review.asp?DVDID=5780","Not up there with the very top echelon of Disney classics, but Pinocchio will still work its magic on younger viewers.","POSITIVE","5/5","13b52dfa-6edd-38f9-87c5-68c676c4bdb6"
14806,"2000-01-01","","","fresh",True,False,False,False,"/critics/source/2501","TV Guide","http://www.tvguide.com/movies/pinocchio/review/109242","A marvel and a joy to behold, it's the real thing. It's the stuff that dreams -- and nightmares -- are made of.","POSITIVE","5/5","13b52dfa-6edd-38f9-87c5-68c676c4bdb6"
14813,"2000-01-01","David Keyes","/critics/david-keyes","fresh",True,False,False,False,"/critics/source/1541","Cinemaphile.org","http://cinemaphile.org/reviews/1998/pinocchio.html","One of Disney's greatest triumphs.","POSITIVE","4/4","13b52dfa-6edd-38f9-87c5-68c676c4bdb6"
1806,"2000-01-01","Roger Ebert","/critics/roger-ebert","fresh",True,False,False,True,"/critics/source/67","Chicago Sun-Times","http://www.rogerebert.com/reviews/great-movie-beauty-and-the-beast-1946","One of the most magical of all films.","POSITIVE","4/4","144420f9-e23e-3dde-acbd-58a322954fc0"
1810,"2000-01-01","","","fresh",True,False,False,False,"/critics/source/2501","TV Guide","http://movies.tvguide.com/beauty-and-the-beast/review/102572","It is a credit to Cocteau's genius (and to that of his collaborators) that he has taken the unreal world of a fairy tale and made it as real as the world around us.","POSITIVE","5/5","144420f9-e23e-3dde-acbd-58a322954fc0"
1813,"2000-01-01","Bryant Frazer","/critics/bryant-frazer","fresh",True,False,False,False,"/critics/source/118","Bryant Frazer's Deep Focus","http://www.deep-focus.com/flicker/beautyan.html","Jean Cocteau's frighteningly beautiful surrealist take on the classic story is a potent antidote if Disney's given you one swig too many of the sweet stuff.","POSITIVE","A","144420f9-e23e-3dde-acbd-58a322954fc0"
30889,"2000-01-01","James Berardinelli","/critics/james-berardinelli","fresh",True,False,False,False,"/critics/source/387","ReelViews","https://www.reelviews.net/reelviews/pather-panchali","This is the kind of motion picture that will stay with you for hours, or perhaps even days, after you've left the theater, and that's a rare characteristic for any movie.","POSITIVE","3.5/4","14a2ed15-4299-39a5-aadc-0ba1cfd38991"
30891,"2000-01-01","Dennis Schwartz","/critics/dennis-schwartz","fresh",True,False,False,False,"/critics/source/873","Dennis Schwartz Movie Reviews","https://dennisschwartzreviews.com/patherpanchali/","An understated masterpiece in simplicity and poetical mood.","POSITIVE","A+","14a2ed15-4299-39a5-aadc-0ba1cfd38991"
30893,"2000-01-01","Steve Rhodes","/critics/steve-rhodes","rotten",False,True,False,False,"/critics/source/703","Internet Reviews","http://reviews.imdb.com/Reviews/49/4920","Sincerity is not enough for me; I like a movie where something happens.","NEGATIVE","2/4","14a2ed15-4299-39a5-aadc-0ba1cfd38991"
30895,"2000-01-01","TV Guide Staff","/critics/tv-guide-staff","fresh",True,False,False,False,"/critics/source/2501","TV Guide","https://www.tvguide.com/movies/pather-panchali/review/2030106381/","This was the first film of a great body of work characterized by visual beauty, humor, and emotional generosity, and announced the arrival of a major new director on the world scene, as well as the debut of Indian cinema in the West.","POSITIVE","5/5","14a2ed15-4299-39a5-aadc-0ba1cfd38991"
30896,"2000-01-01","Jeffrey M. Anderson","/critics/jeffrey-m-anderson","fresh",True,False,False,False,"/critics/source/96","Combustible Celluloid","http://www.combustiblecelluloid.com/pather.shtml","There were some moments in the film of pure magic that swept me away.","POSITIVE","3.5/4","14a2ed15-4299-39a5-aadc-0ba1cfd38991"
30898,"2000-01-01","Edward Guthmann","/critics/edward-guthmann","fresh",True,False,False,True,"/critics/source/402","San Francisco Chronicle","https://www.sfgate.com/movies/article/FILM-REVIEW-Pather-Tells-Story-With-Simple-3026737.php","One of the legendary debuts in the history of film -- deservedly so.","POSITIVE","4/4","14a2ed15-4299-39a5-aadc-0ba1cfd38991"
47713,"2000-01-01","","","fresh",True,False,False,False,"/critics/source/2501","TV Guide","http://www.tvguide.com/detail/movie.aspx?id=38865&sourcetype=M","One of the select few films in history that show what the medium is capable of attaining at its highest, most exalted state.","POSITIVE","5/5","180ea20c-fe9e-38af-b8a1-aa85697c157c"
47714,"2000-01-01","Tim Dirks","/critics/tim-dirks","fresh",True,False,False,False,"/critics/source/203","Filmsite","http://www.filmsite.org/sunr.html","Sunrise (1927) is German director F. W. Murnau's compelling American debut - his first project for Hollywood's Fox Film Corporation (and William Fox), but planned in Germany. It was the first feature film released with synchronized sound-on-film","POSITIVE","A+","180ea20c-fe9e-38af-b8a1-aa85697c157c"
47715,"2000-01-01","Jeffrey M. Anderson","/critics/jeffrey-m-anderson","fresh",True,False,False,False,"/critics/source/96","Combustible Celluloid","http://www.combustiblecelluloid.com/sunrise.shtml","Sunrise is an incredible achievement, and perhaps the greatest silent drama ever made.","POSITIVE","4/4","180ea20c-fe9e-38af-b8a1-aa85697c157c"
3799,"2000-01-01","James Berardinelli","/critics/james-berardinelli","fresh",True,False,False,False,"/critics/source/387","ReelViews","http://www.reelviews.net/php_review_template.php?identifier=43","Motion picture archives and collections across the world would be poorer without copies of this film, which will forever be recognized as a defining example of American cinema.","POSITIVE","4/4","18af2553-dc8f-3607-a605-92e907068433"
3800,"2000-01-01","Roger Ebert","/critics/roger-ebert","fresh",True,False,False,True,"/critics/source/67","Chicago Sun-Times","https://www.rogerebert.com/reviews/great-movie-citizen-kane-1941","Its surface is as much fun as any movie ever made. Its depths surpass understanding.","POSITIVE","4/4","18af2553-dc8f-3607-a605-92e907068433"
3808,"2000-01-01","Dan Jardine","/critics/dan-jardine","fresh",True,False,False,False,"/critics/source/19","Apollo Guide","https://web.archive.org/web/20071028154858/http://apolloguide.com/mov_fullrev.asp?CID=5&Specific=1793","The film moves effortlessly from scene to scene, even when they are forty years apart in 'real time'; there is never a sense of artifice -- every leap fits. There are no false steps in this journey.","POSITIVE","95/100","18af2553-dc8f-3607-a605-92e907068433"
3809,"2000-01-01","Ray Pride","/critics/ray-pride","fresh",True,False,False,False,"/critics/source/65","Newcity","http://www.filmvault.com/filmvault/chicago/c/citizenkane1.html","Orson Welles' great first feature recasts the history of American yellow journalism and politics of the early part of this century through the prism of the collective memories of a William Randolph Hearst-like press lord.","POSITIVE","","18af2553-dc8f-3607-a605-92e907068433"
3810,"2000-01-01","Cynthia Fuchs","/critics/cynthia-fuchs","fresh",True,False,False,False,"/critics/source/650","Philadelphia City Paper","http://archives.citypaper.net/movies/c/citizenkane.shtml","If you haven't seen it on a wide screen, you should check it out. The breathtakingly innovative visuals are the point of this experience.","POSITIVE","","18af2553-dc8f-3607-a605-92e907068433"
3814,"2000-01-01","Steve Rhodes","/critics/steve-rhodes","fresh",True,False,False,False,"/critics/source/703","Internet Reviews","http://reviews.imdb.com/Reviews/151/15170","Filled with intriguing layers, the story of Kane's life becomes an onion that the movie keeps peeling.","POSITIVE","4/4","18af2553-dc8f-3607-a605-92e907068433"
3820,"2000-01-01","TV Guide Staff","/critics/tv-guide-staff","fresh",True,False,False,False,"/critics/source/2501","TV Guide","https://www.tvguide.com/movies/citizen-kane/review/110934/","It is the epitome of filmmaking, a masterpiece for which Welles, one of the greatest practitioners of the cinematic art, will be forever remembered.","POSITIVE","5/5","18af2553-dc8f-3607-a605-92e907068433"
3821,"2000-01-01","Tim Dirks","/critics/tim-dirks","fresh",True,False,False,False,"/critics/source/203","Filmsite","http://www.filmsite.org/citi.html","The fresh classic masterpiece, Citizen Kane (1941), is probably the world's most famous and highly-rated film, with its many remarkable scenes,","POSITIVE","","18af2553-dc8f-3607-a605-92e907068433"
3822,"2000-01-01","Ted Prigge","/critics/ted-prigge","fresh",True,False,False,False,"/critics/source/381","rec.arts.movies.reviews","http://reviews.imdb.com/Reviews/98/9893","I've always said that the greatness of a film is truly measured over time, and this is one of the few films that is truly amazing to watch, and actually lives up to all that damn hype.","POSITIVE","4/4","18af2553-dc8f-3607-a605-92e907068433"
3824,"2000-01-01","John A. Nesbit","/critics/john-a-nesbit","fresh",True,False,False,False,"/critics/source/1777","Old School Reviews","http://oldschoolreviews.com/rev_40/citizen_kane.htm","Reviewing Citizen Kane is like reviewing The Bible or Shakespeare.","POSITIVE","A+","18af2553-dc8f-3607-a605-92e907068433"
3829,"2000-01-01","Chris Hicks","/critics/chris-hicks","fresh",True,False,False,False,"/critics/source/121","Deseret News (Salt Lake City)","http://www.deseretnews.com/article/700000320/Citizen-Kane.html","Today, the black-and-white classic holds up as a stirring portrait of not only its main subject, but of the American Dream, success as it can only be achieved in this country -- or so we like to think.","POSITIVE","","18af2553-dc8f-3607-a605-92e907068433"
3830,"2000-01-01","Christopher Null","/critics/christopher-null","fresh",True,False,False,False,"/critics/source/178","Filmcritic.com","","In addition to being the first great independent movie, Citizen Kane is the first great character drama.","POSITIVE","5/5","18af2553-dc8f-3607-a605-92e907068433"
